#,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.16.7', start_date='2025-06-07T20:09:45', checksum=1320777357, kind='rlz-041', investigation_time=50.0, imt='SA(1.5)'"
lon,lat,depth,poe-0.0100000,poe-0.0132162,poe-0.0174668,poe-0.0230845,poe-0.0305090,poe-0.0403213,poe-0.0532894,poe-0.0704284,poe-0.0930796,poe-0.1230160,poe-0.1625805,poe-0.2148697,poe-0.2839763,poe-0.3753090,poe-0.4960161,poe-0.6555452,poe-0.8663821,poe-1.1450285,poe-1.5132935,poe-2.0000000
-78.45283,-0.15805,0.00000,9.999975E-01,9.999155E-01,9.987423E-01,9.904553E-01,9.578041E-01,8.778183E-01,7.437378E-01,5.763701E-01,4.089799E-01,2.667154E-01,1.598222E-01,8.750710E-02,4.339716E-02,1.931293E-02,7.648029E-03,2.675722E-03,8.220085E-04,2.206093E-04,5.150163E-05,1.042107E-05
