#,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.16.7', start_date='2025-06-06T23:02:39', checksum=582774884, kind='quantile-0.16', investigation_time=50.0, imt='SA(3.0)'"
lon,lat,depth,poe-0.0100000,poe-0.0132162,poe-0.0174668,poe-0.0230845,poe-0.0305090,poe-0.0403213,poe-0.0532894,poe-0.0704284,poe-0.0930796,poe-0.1230160,poe-0.1625805,poe-0.2148697,poe-0.2839763,poe-0.3753090,poe-0.4960161,poe-0.6555452,poe-0.8663821,poe-1.1450285,poe-1.5132935,poe-2.0000000
-78.48510,-0.17530,0.00000,9.863119E-01,9.452633E-01,8.516734E-01,6.910991E-01,5.033390E-01,3.356857E-01,2.037756E-01,1.133699E-01,5.800751E-02,2.727562E-02,1.173520E-02,4.589706E-03,1.619577E-03,5.118154E-04,1.438858E-04,4.091659E-05,8.471950E-06,1.519991E-06,2.354330E-07,3.121236E-08
