#,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.16.7', start_date='2025-06-07T20:09:45', checksum=1320777357, kind='mean', investigation_time=50.0, imt='SA(0.075)'"
lon,lat,depth,poe-0.0100000,poe-0.0137073,poe-0.0187889,poe-0.0257544,poe-0.0353022,poe-0.0483897,poe-0.0663290,poe-0.0909188,poe-0.1246247,poe-0.1708263,poe-0.2341560,poe-0.3209636,poe-0.4399530,poe-0.6030549,poe-0.8266228,poe-1.1330730,poe-1.5531322,poe-2.1289180,poe-2.9181625,poe-4.0000000
-78.45283,-0.15805,0.00000,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,1.000000E+00,9.999998E-01,9.999704E-01,9.990873E-01,9.902884E-01,9.504932E-01,8.433765E-01,6.532751E-01,4.246993E-01,2.287419E-01,1.023541E-01,3.846868E-02,1.232050E-02,3.415122E-03,8.332119E-04
