#,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.21.0', start_date='2025-07-24T11:00:29', checksum=780008276, kind='rlz-035', investigation_time=50.0, imt='SA(3.53)'"
lon,lat,depth,poe-0.0100000,poe-0.0133723,poe-0.0178819,poe-0.0239123,poe-0.0319764,poe-0.0427599,poe-0.0571800,poe-0.0764630,poe-0.1022490,poe-0.1367308,poe-0.1828410,poe-0.2445012,poe-0.3269553,poe-0.4372157,poe-0.5846597,poe-0.7818268,poe-1.0454852,poe-1.3980583,poe-1.8695309,poe-2.5000000
-78.48510,-0.17530,0.00000,9.991108E-01,9.936340E-01,9.717913E-01,9.151245E-01,8.119953E-01,6.710994E-01,5.169582E-01,3.731388E-01,2.523736E-01,1.583939E-01,9.073207E-02,4.661902E-02,2.118348E-02,8.426649E-03,2.913469E-03,8.707514E-04,2.239636E-04,4.939138E-05,9.310106E-06,1.495929E-06
