#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.16.3', start_date='2024-12-20T11:37:03', checksum=755070595, kind='quantile-0.5', investigation_time=50.0"
lon,lat,0.687000~PGA,0.687000~SA(0.05),0.687000~SA(0.075),0.687000~SA(0.1),0.687000~SA(0.15),0.687000~SA(0.2),0.687000~SA(0.25),0.687000~SA(0.3),0.687000~SA(0.4),0.687000~SA(0.5),0.687000~SA(0.6),0.687000~SA(0.75),0.687000~SA(1.0),0.687000~SA(1.25),0.687000~SA(1.5),0.687000~SA(2.0),0.687000~SA(3.0),0.687000~SA(4.0),0.687000~SA(5.0),0.500000~PGA,0.500000~SA(0.05),0.500000~SA(0.075),0.500000~SA(0.1),0.500000~SA(0.15),0.500000~SA(0.2),0.500000~SA(0.25),0.500000~SA(0.3),0.500000~SA(0.4),0.500000~SA(0.5),0.500000~SA(0.6),0.500000~SA(0.75),0.500000~SA(1.0),0.500000~SA(1.25),0.500000~SA(1.5),0.500000~SA(2.0),0.500000~SA(3.0),0.500000~SA(4.0),0.500000~SA(5.0),0.200000~PGA,0.200000~SA(0.05),0.200000~SA(0.075),0.200000~SA(0.1),0.200000~SA(0.15),0.200000~SA(0.2),0.200000~SA(0.25),0.200000~SA(0.3),0.200000~SA(0.4),0.200000~SA(0.5),0.200000~SA(0.6),0.200000~SA(0.75),0.200000~SA(1.0),0.200000~SA(1.25),0.200000~SA(1.5),0.200000~SA(2.0),0.200000~SA(3.0),0.200000~SA(4.0),0.200000~SA(5.0),0.100000~PGA,0.100000~SA(0.05),0.100000~SA(0.075),0.100000~SA(0.1),0.100000~SA(0.15),0.100000~SA(0.2),0.100000~SA(0.25),0.100000~SA(0.3),0.100000~SA(0.4),0.100000~SA(0.5),0.100000~SA(0.6),0.100000~SA(0.75),0.100000~SA(1.0),0.100000~SA(1.25),0.100000~SA(1.5),0.100000~SA(2.0),0.100000~SA(3.0),0.100000~SA(4.0),0.100000~SA(5.0),0.020000~PGA,0.020000~SA(0.05),0.020000~SA(0.075),0.020000~SA(0.1),0.020000~SA(0.15),0.020000~SA(0.2),0.020000~SA(0.25),0.020000~SA(0.3),0.020000~SA(0.4),0.020000~SA(0.5),0.020000~SA(0.6),0.020000~SA(0.75),0.020000~SA(1.0),0.020000~SA(1.25),0.020000~SA(1.5),0.020000~SA(2.0),0.020000~SA(3.0),0.020000~SA(4.0),0.020000~SA(5.0)
-78.45283,-0.15805,2.452137E-01,3.549714E-01,4.527907E-01,4.985847E-01,5.453889E-01,5.445030E-01,5.456666E-01,5.417448E-01,4.745849E-01,4.054786E-01,3.528689E-01,2.778089E-01,1.887251E-01,1.341383E-01,1.027790E-01,6.843688E-02,3.339874E-02,2.247649E-02,1.565572E-02,3.082279E-01,4.392526E-01,5.400217E-01,6.176742E-01,6.704814E-01,6.814983E-01,6.936495E-01,6.904701E-01,6.019707E-01,5.279306E-01,4.541956E-01,3.637050E-01,2.482446E-01,1.787224E-01,1.418705E-01,9.302711E-02,4.635737E-02,3.127353E-02,2.178902E-02,4.527971E-01,6.279695E-01,7.989844E-01,9.097603E-01,1.008583E+00,1.050082E+00,1.062386E+00,1.065988E+00,9.903718E-01,8.610404E-01,7.843346E-01,6.178090E-01,4.288671E-01,3.299617E-01,2.657837E-01,1.656322E-01,8.716076E-02,5.837188E-02,4.045119E-02,5.631644E-01,7.687694E-01,9.912099E-01,1.139344E+00,1.275619E+00,1.363012E+00,1.413151E+00,1.409557E+00,1.348296E+00,1.161793E+00,1.063239E+00,8.750927E-01,6.098894E-01,4.743386E-01,3.686693E-01,2.290400E-01,1.256476E-01,8.369017E-02,5.725662E-02,8.564153E-01,1.190357E+00,1.582991E+00,1.766533E+00,1.916627E+00,2.080815E+00,2.233709E+00,2.312405E+00,2.228850E+00,2.054704E+00,1.853481E+00,1.577873E+00,1.160485E+00,8.573517E-01,6.579804E-01,4.343401E-01,2.495704E-01,1.650226E-01,1.102968E-01
